ID,Text
1126,"The shipping was very prompt and the packaging excellent.  All other items in this order were excellent.  These were lollipops shaped and ""painted"" like flamingos.  But you have to hold them up close to the eye to figure out what they are!  They'll be ""OK"" to set out on the candy buffet, but they won't be the eye-catching item we'd anticipated when we ordered."
1127,"Licorice freakin rocks man, i like to take the licorice ropes and choke my self till im blue, then chew my way out. man this stuff is like crack, i just want roll it up and smoke it like a big fatty."
1128,Excited to have been able to find this candy as have been looking for ages. Was received very quickly and the candy was well packaged and fresh flavor.Will buy again. Thank you.
1129,"I've tried a bunch of them and the taste of this product is outstanding.  Even the folks behind the counter at my gym commented on it and they sell a competing product.  Give it a try, you won't be disappointed."
1130,"It tastes delisious, and works efectively if yo drink it at the rigth time. Lean body is the suplement with the best flavor I've ever tasted"
1131,"Great meal replacement drink that tastes great!  You get plenty of protein and other vital nutrients.  I prepare one of these whenever I'm on the go and I won't have to worry about missing a meal.  The best bang for your buck, especially if you subscribe to the Amazon subscribe and save program."
1132,So I was doing my daily grocery shopping on Amazon and I was like awwww yeah there are some Rice Krispie treats sure can just make them in the kitchen but then you have to clean the spoon and wash the stove and then find some saran wrap in the kitchen to keep them more yummy for the next days....instead order these its simple a nice size treat that will give you plenty of treats for one day...high five to snap crackle and pop you guys rule. have a nice day k
1133,This product is perfect for my Cavalier King Charles Spaniel puppy. His stools are very regular and healthy. My Vet was very pleased to know I picked this product instead of a regular store brand. It's all natural and my puppy loves it. :)
1134,"Flour type 00 is better than regular flour.  Whether frying it or baking it, dough maintains softness and pliability.<br />I like it a lot."
1135,"Bought four, 2 lb bags and use them to make bread and pizza dough. If you have fantacies of that perfect italian pizza you had  while touring through Italia, this flour is just the thing. The dough even smells slightly better, the final product produces the closest thing to that wonderful crust you can't find in the USA.  It's worth the dough, for the dough."
1136,This is the best flour for home made pizza. It has the best tasting crust I have found. It works best in a super hot oven if you don't have a pizza oven.
1137,"I make a lot of bread.  My family's favorite is my focaccia.  I had been purchasing a very ""well known"" flour prior to trying this.  I am so happy I did try it.  I thought my italian breads could not get any better, but this bring it up a notch.  I am comparing this to all the other 00 flours.  If you are a bread maker I urge you to include in your next order. maria domenica"
1138,I thought the whole figs would be softer for spreading but they are not. You have figs laying in a very sweet syrup. I've only tried it on toast one time and it was way to sweet to eat. The figs just lay on top unspreadable. I would not buy again. Save your money.
1139,"I have been to New Orleans at one of the Pat O Briens and had there hurricanes and this mix can taste just like what you would get at the restaurant.  The key is  that the mix  makes twice as much as it says it makes, so if you go by the directions it will takes powdery.  So either use half as much powder or twice as much water, mix with your favorite rum(what they use), vodka or gin and a nice sweet hurricane."
1140,"This is the best quality Chamomile tea I have ever tried! This is only 1 oz. so it's a little pricey, but I will buy it again anyway, because the quality is out of this world. You will get three nice cups of tea out of one tablespoon, but the first one is the best, of course. I like mine strong. Chamomile fans will love this tea."
1141,chamomile tea is great with lemons and Apriva. chamomile tea is caffeine free that's great for pregnant women and those with high blood pressure.
1142,Love this coffee.  Have bought this flavor and several others in the past.  Recommend it to everyone.  Will continue to buy it as long as I can afford to.<br />The French Vanilla is excellent as well!
1143,"These are a great value, great size snack to have, or even share, great snack..... yummy.  Haven't tried other flavors, but just might have to."
1144,"This hot sauce has an excellent taste, unlike most of Dave's Insanity sauces. I put 6-10 drops into a bowl of mild chili to make it hot. Like the other reviewer, I'd put it at about 1 million SHUs. Having eaten fresh bhut jolokia (ghost) peppers which are supposed to be 1 million SHUs, I'd compare it to those.<br /><br />4 million SHUs would mean that the sauce is 25% pure capsaicin. That would make it prohibitively expensive to manufacture or consume."
1145,"The first ingredient is vinegar. Anyone who uses hot sauce religiously should understand what that means. I read the other reviews and was expecting a hell of a lot more than what I got. It's got a good flavor to it, but it's just a few steps above tabasco. From what the other reviewers described, it seems this product has a LOT of variability in heat, which means it's going to have a lot of variability in quality. The bottle I got is really tame, far, far below my Dave's Ghost Pepper, Dave's Ultimate Insanity, Blair's After Death, Da Bomb Beyond Insanity, Da Bomb Ground Zero, Professor Phardtpounder's Colon Cleanser, it's a lacking sauce. Hell, Sriracha is hotter than this. If you get lucky and get a hot bottle, congrats. I use mine liberally on cheap pizza, because that's all it's good for."
